# Assembly name:  Bos_taurus_UMD_3.1.1
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Sex:  pooled male and female
# Taxid:          9913
# BioSample:      SAMN02898106
# BioProject:     PRJNA32899
# Submitter:      Center for Bioinformatics and Computational Biology, University of Maryland
# Date:           2014-11-25
# Assembly type:  haploid
# Release type:   
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    DAAA02
# Assembly method: UMD Overlapper v. 2009; additional processing
# Genome coverage: 9x
# Sequencing technology: Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000003055.5
# RefSeq assembly accession: GCF_000003055.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001245.5	GCF_000001245.5	Primary Assembly
## 	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrU_4460911	unplaced-scaffold	na	na	GJ059235.1	=	NW_003099980.1	Primary Assembly	1987	na
ChrU_4462998	unplaced-scaffold	na	na	GJ059236.1	=	NW_003099981.1	Primary Assembly	1371	na
ChrU_4464469	unplaced-scaffold	na	na	GJ059237.1	=	NW_003099982.1	Primary Assembly	1622	na
ChrU_4466191	unplaced-scaffold	na	na	GJ059238.1	=	NW_003099983.1	Primary Assembly	1342	na
ChrU_4467633	unplaced-scaffold	na	na	GJ059239.1	=	NW_003099984.1	Primary Assembly	1056	na
ChrU_4468789	unplaced-scaffold	na	na	GJ059240.1	=	NW_003099985.1	Primary Assembly	1222	na
ChrU_4470111	unplaced-scaffold	na	na	GJ059241.1	=	NW_003099986.1	Primary Assembly	1161	na
ChrU_4471372	unplaced-scaffold	na	na	GJ059242.1	=	NW_003099987.1	Primary Assembly	1177	na
ChrU_4472649	unplaced-scaffold	na	na	GJ059243.1	=	NW_003099988.1	Primary Assembly	1042	na
ChrU_4473791	unplaced-scaffold	na	na	GJ059244.1	=	NW_003099989.1	Primary Assembly	1012	na
ChrU_4474903	unplaced-scaffold	na	na	GJ059245.1	=	NW_003099990.1	Primary Assembly	1086	na
ChrU_4476089	unplaced-scaffold	na	na	GJ059246.1	=	NW_003099991.1	Primary Assembly	1114	na
ChrU_4477303	unplaced-scaffold	na	na	GJ059247.1	=	NW_003099992.1	Primary Assembly	1189	na
ChrU_4478592	unplaced-scaffold	na	na	GJ059248.1	=	NW_003099993.1	Primary Assembly	1258	na
ChrU_4479950	unplaced-scaffold	na	na	GJ059249.1	=	NW_003099994.1	Primary Assembly	1236	na
ChrU_4481286	unplaced-scaffold	na	na	GJ059250.1	=	NW_003099995.1	Primary Assembly	1097	na
ChrU_4482483	unplaced-scaffold	na	na	GJ059251.1	=	NW_003099996.1	Primary Assembly	1388	na
ChrU_4483971	unplaced-scaffold	na	na	GJ059252.1	=	NW_003099997.1	Primary Assembly	1132	na
ChrU_4485203	unplaced-scaffold	na	na	GJ059253.1	=	NW_003099998.1	Primary Assembly	1038	na
ChrU_4486341	unplaced-scaffold	na	na	GJ059254.1	=	NW_003099999.1	Primary Assembly	1398	na
ChrU_4487839	unplaced-scaffold	na	na	GJ059255.1	=	NW_003100000.1	Primary Assembly	1275	na
ChrU_4489214	unplaced-scaffold	na	na	GJ059256.1	=	NW_003100001.1	Primary Assembly	1360	na
ChrU_4490674	unplaced-scaffold	na	na	GJ059257.1	=	NW_003100002.1	Primary Assembly	1281	na
ChrU_4492055	unplaced-scaffold	na	na	GJ059258.1	=	NW_003100003.1	Primary Assembly	1123	na
ChrU_4493278	unplaced-scaffold	na	na	GJ059259.1	=	NW_003100004.1	Primary Assembly	1306	na
ChrU_4494684	unplaced-scaffold	na	na	GJ059260.1	=	NW_003100005.1	Primary Assembly	1256	na
ChrU_4496040	unplaced-scaffold	na	na	GJ059261.1	=	NW_003100006.1	Primary Assembly	1335	na
ChrU_4497475	unplaced-scaffold	na	na	GJ059262.1	=	NW_003100007.1	Primary Assembly	1341	na
ChrU_4498916	unplaced-scaffold	na	na	GJ059263.1	=	NW_003100008.1	Primary Assembly	1108	na
ChrU_4500124	unplaced-scaffold	na	na	GJ059264.1	=	NW_003100009.1	Primary Assembly	1330	na
ChrU_4501554	unplaced-scaffold	na	na	GJ059265.1	=	NW_003100010.1	Primary Assembly	1141	na
ChrU_4502795	unplaced-scaffold	na	na	GJ059266.1	=	NW_003100011.1	Primary Assembly	1510	na
ChrU_4504405	unplaced-scaffold	na	na	GJ059267.1	=	NW_003100012.1	Primary Assembly	1287	na
ChrU_4505792	unplaced-scaffold	na	na	GJ059268.1	=	NW_003100013.1	Primary Assembly	1314	na
ChrU_4507206	unplaced-scaffold	na	na	GJ059269.1	=	NW_003100014.1	Primary Assembly	1155	na
ChrU_4508461	unplaced-scaffold	na	na	GJ059270.1	=	NW_003100015.1	Primary Assembly	1267	na
ChrU_4509828	unplaced-scaffold	na	na	GJ059271.1	=	NW_003100016.1	Primary Assembly	1142	na
ChrU_4511070	unplaced-scaffold	na	na	GJ059272.1	=	NW_003100017.1	Primary Assembly	1495	na
ChrU_4512665	unplaced-scaffold	na	na	GJ059273.1	=	NW_003100018.1	Primary Assembly	1260	na
ChrU_4514025	unplaced-scaffold	na	na	GJ059274.1	=	NW_003100019.1	Primary Assembly	1198	na
ChrU_4515323	unplaced-scaffold	na	na	GJ059275.1	=	NW_003100020.1	Primary Assembly	1325	na
ChrU_4516748	unplaced-scaffold	na	na	GJ059276.1	=	NW_003100021.1	Primary Assembly	1369	na
ChrU_4518217	unplaced-scaffold	na	na	GJ059277.1	=	NW_003100022.1	Primary Assembly	1521	na
ChrU_4519838	unplaced-scaffold	na	na	GJ059278.1	=	NW_003100023.1	Primary Assembly	1319	na
ChrU_4521257	unplaced-scaffold	na	na	GJ059279.1	=	NW_003100024.1	Primary Assembly	1012	na
ChrU_4522369	unplaced-scaffold	na	na	GJ059280.1	=	NW_003100025.1	Primary Assembly	1419	na
ChrU_4523888	unplaced-scaffold	na	na	GJ059281.1	=	NW_003100026.1	Primary Assembly	1293	na
ChrU_4525281	unplaced-scaffold	na	na	GJ059282.1	=	NW_003100027.1	Primary Assembly	1372	na
ChrU_4526753	unplaced-scaffold	na	na	GJ059283.1	=	NW_003100028.1	Primary Assembly	1207	na
ChrU_4528060	unplaced-scaffold	na	na	GJ059284.1	=	NW_003100029.1	Primary Assembly	1265	na
ChrU_4529425	unplaced-scaffold	na	na	GJ059285.1	=	NW_003100030.1	Primary Assembly	1269	na
ChrU_4530794	unplaced-scaffold	na	na	GJ059286.1	=	NW_003100031.1	Primary Assembly	1181	na
ChrU_4532075	unplaced-scaffold	na	na	GJ059287.1	=	NW_003100032.1	Primary Assembly	1213	na
ChrU_4533388	unplaced-scaffold	na	na	GJ059288.1	=	NW_003100033.1	Primary Assembly	1597	na
ChrU_4535085	unplaced-scaffold	na	na	GJ059289.1	=	NW_003100034.1	Primary Assembly	1034	na
ChrU_4536219	unplaced-scaffold	na	na	GJ059290.1	=	NW_003100035.1	Primary Assembly	1060	na
ChrU_4537379	unplaced-scaffold	na	na	GJ059291.1	=	NW_003100036.1	Primary Assembly	1492	na
ChrU_4538971	unplaced-scaffold	na	na	GJ059292.1	=	NW_003100037.1	Primary Assembly	1140	na
ChrU_4540211	unplaced-scaffold	na	na	GJ059293.1	=	NW_003100038.1	Primary Assembly	1209	na
ChrU_4541520	unplaced-scaffold	na	na	GJ059294.1	=	NW_003100039.1	Primary Assembly	1270	na
ChrU_4542890	unplaced-scaffold	na	na	GJ059295.1	=	NW_003100040.1	Primary Assembly	1302	na
ChrU_4544292	unplaced-scaffold	na	na	GJ059296.1	=	NW_003100041.1	Primary Assembly	1132	na
ChrU_4545524	unplaced-scaffold	na	na	GJ059297.1	=	NW_003100042.1	Primary Assembly	1134	na
ChrU_4546758	unplaced-scaffold	na	na	GJ059298.1	=	NW_003100043.1	Primary Assembly	1237	na
ChrU_4548095	unplaced-scaffold	na	na	GJ059299.1	=	NW_003100044.1	Primary Assembly	1149	na
ChrU_4549344	unplaced-scaffold	na	na	GJ059300.1	=	NW_003100045.1	Primary Assembly	1136	na
ChrU_4550580	unplaced-scaffold	na	na	GJ059301.1	=	NW_003100046.1	Primary Assembly	1409	na
ChrU_4552089	unplaced-scaffold	na	na	GJ059302.1	=	NW_003100047.1	Primary Assembly	1165	na
ChrU_4553354	unplaced-scaffold	na	na	GJ059303.1	=	NW_003100048.1	Primary Assembly	1098	na
ChrU_4554552	unplaced-scaffold	na	na	GJ059304.1	=	NW_003100049.1	Primary Assembly	1241	na
ChrU_4555893	unplaced-scaffold	na	na	GJ059305.1	=	NW_003100050.1	Primary Assembly	1349	na
ChrU_4560807	unplaced-scaffold	na	na	GJ059307.1	=	NW_003100052.1	Primary Assembly	1437	na
ChrU_4562344	unplaced-scaffold	na	na	GJ059308.1	=	NW_003100053.1	Primary Assembly	2372	na
ChrU_4564816	unplaced-scaffold	na	na	GJ059309.1	=	NW_003100054.1	Primary Assembly	4166	na
ChrU_4575339	unplaced-scaffold	na	na	GJ059311.1	=	NW_003100056.1	Primary Assembly	3170	na
ChrU_4581224	unplaced-scaffold	na	na	GJ059313.1	=	NW_003100058.1	Primary Assembly	3045	na
ChrU_4584369	unplaced-scaffold	na	na	GJ059314.1	=	NW_003100059.1	Primary Assembly	8744	na
ChrU_4593213	unplaced-scaffold	na	na	GJ059315.1	=	NW_003100060.1	Primary Assembly	2097	na
ChrU_4595410	unplaced-scaffold	na	na	GJ059316.1	=	NW_003100061.1	Primary Assembly	4896	na
ChrU_4603923	unplaced-scaffold	na	na	GJ059318.1	=	NW_003100063.1	Primary Assembly	4307	na
ChrU_4608330	unplaced-scaffold	na	na	GJ059319.1	=	NW_003100064.1	Primary Assembly	5279	na
ChrU_4613709	unplaced-scaffold	na	na	GJ059320.1	=	NW_003100065.1	Primary Assembly	8330	na
ChrU_4622139	unplaced-scaffold	na	na	GJ059321.1	=	NW_003100066.1	Primary Assembly	4456	na
ChrU_4626695	unplaced-scaffold	na	na	GJ059322.1	=	NW_003100067.1	Primary Assembly	60292	na
ChrU_4687087	unplaced-scaffold	na	na	GJ059323.1	=	NW_003100068.1	Primary Assembly	6894	na
ChrU_4694081	unplaced-scaffold	na	na	GJ059324.1	=	NW_003100069.1	Primary Assembly	8528	na
ChrU_4702709	unplaced-scaffold	na	na	GJ059325.1	=	NW_003100070.1	Primary Assembly	1718	na
ChrU_4707725	unplaced-scaffold	na	na	GJ059327.1	=	NW_003100072.1	Primary Assembly	1691	na
ChrU_4709516	unplaced-scaffold	na	na	GJ059328.1	=	NW_003100073.1	Primary Assembly	2879	na
ChrU_4712495	unplaced-scaffold	na	na	GJ059329.1	=	NW_003100074.1	Primary Assembly	5929	na
ChrU_4718524	unplaced-scaffold	na	na	GJ059330.1	=	NW_003100075.1	Primary Assembly	2045	na
ChrU_4720669	unplaced-scaffold	na	na	GJ059331.1	=	NW_003100076.1	Primary Assembly	2141	na
ChrU_4726165	unplaced-scaffold	na	na	GJ059333.1	=	NW_003100078.1	Primary Assembly	1706	na
ChrU_4727971	unplaced-scaffold	na	na	GJ059334.1	=	NW_003100079.1	Primary Assembly	9456	na
ChrU_4737527	unplaced-scaffold	na	na	GJ059335.1	=	NW_003100080.1	Primary Assembly	6427	na
ChrU_4744054	unplaced-scaffold	na	na	GJ059336.1	=	NW_003100081.1	Primary Assembly	13679	na
ChrU_4757833	unplaced-scaffold	na	na	GJ059337.1	=	NW_003100082.1	Primary Assembly	3850	na
ChrU_4761783	unplaced-scaffold	na	na	GJ059338.1	=	NW_003100083.1	Primary Assembly	4389	na
ChrU_4766272	unplaced-scaffold	na	na	GJ059339.1	=	NW_003100084.1	Primary Assembly	1369	na
ChrU_4767741	unplaced-scaffold	na	na	GJ059340.1	=	NW_003100085.1	Primary Assembly	2159	na
ChrU_4775790	unplaced-scaffold	na	na	GJ059343.1	=	NW_003100088.1	Primary Assembly	3000	na
ChrU_4778890	unplaced-scaffold	na	na	GJ059344.1	=	NW_003100089.1	Primary Assembly	2482	na
ChrU_4786477	unplaced-scaffold	na	na	GJ059347.1	=	NW_003100092.1	Primary Assembly	4215	na
ChrU_4790792	unplaced-scaffold	na	na	GJ059348.1	=	NW_003100093.1	Primary Assembly	3220	na
ChrU_4794112	unplaced-scaffold	na	na	GJ059349.1	=	NW_003100094.1	Primary Assembly	2026	na
ChrU_4796238	unplaced-scaffold	na	na	GJ059350.1	=	NW_003100095.1	Primary Assembly	2115	na
ChrU_4798453	unplaced-scaffold	na	na	GJ059351.1	=	NW_003100096.1	Primary Assembly	2030	na
ChrU_4800583	unplaced-scaffold	na	na	GJ059352.1	=	NW_003100097.1	Primary Assembly	2218	na
ChrU_4802901	unplaced-scaffold	na	na	GJ059353.1	=	NW_003100098.1	Primary Assembly	1879	na
ChrU_4804880	unplaced-scaffold	na	na	GJ059354.1	=	NW_003100099.1	Primary Assembly	2641	na
ChrU_4807621	unplaced-scaffold	na	na	GJ059355.1	=	NW_003100100.1	Primary Assembly	1929	na
ChrU_4809650	unplaced-scaffold	na	na	GJ059356.1	=	NW_003100101.1	Primary Assembly	2396	na
ChrU_4812146	unplaced-scaffold	na	na	GJ059357.1	=	NW_003100102.1	Primary Assembly	2237	na
ChrU_4814483	unplaced-scaffold	na	na	GJ059358.1	=	NW_003100103.1	Primary Assembly	2192	na
ChrU_4816775	unplaced-scaffold	na	na	GJ059359.1	=	NW_003100104.1	Primary Assembly	3056	na
ChrU_4819931	unplaced-scaffold	na	na	GJ059360.1	=	NW_003100105.1	Primary Assembly	1229	na
ChrU_4821260	unplaced-scaffold	na	na	GJ059361.1	=	NW_003100106.1	Primary Assembly	2447	na
ChrU_4823807	unplaced-scaffold	na	na	GJ059362.1	=	NW_003100107.1	Primary Assembly	1301	na
ChrU_4825208	unplaced-scaffold	na	na	GJ059363.1	=	NW_003100108.1	Primary Assembly	2248	na
ChrU_4827556	unplaced-scaffold	na	na	GJ059364.1	=	NW_003100109.1	Primary Assembly	2620	na
ChrU_4830276	unplaced-scaffold	na	na	GJ059365.1	=	NW_003100110.1	Primary Assembly	2004	na
ChrU_4832380	unplaced-scaffold	na	na	GJ059366.1	=	NW_003100111.1	Primary Assembly	2203	na
ChrU_4834683	unplaced-scaffold	na	na	GJ059367.1	=	NW_003100112.1	Primary Assembly	5436	na
ChrU_4840219	unplaced-scaffold	na	na	GJ059368.1	=	NW_003100113.1	Primary Assembly	2351	na
ChrU_4842670	unplaced-scaffold	na	na	GJ059369.1	=	NW_003100114.1	Primary Assembly	1605	na
ChrU_4844375	unplaced-scaffold	na	na	GJ059370.1	=	NW_003100115.1	Primary Assembly	2620	na
ChrU_4847095	unplaced-scaffold	na	na	GJ059371.1	=	NW_003100116.1	Primary Assembly	11366	na
ChrU_4858561	unplaced-scaffold	na	na	GJ059372.1	=	NW_003100117.1	Primary Assembly	3001	na
ChrU_4861662	unplaced-scaffold	na	na	GJ059373.1	=	NW_003100118.1	Primary Assembly	2043	na
ChrU_4863805	unplaced-scaffold	na	na	GJ059374.1	=	NW_003100119.1	Primary Assembly	1929	na
ChrU_4865834	unplaced-scaffold	na	na	GJ059375.1	=	NW_003100120.1	Primary Assembly	2649	na
ChrU_4868583	unplaced-scaffold	na	na	GJ059376.1	=	NW_003100121.1	Primary Assembly	4538	na
ChrU_4873221	unplaced-scaffold	na	na	GJ059377.1	=	NW_003100122.1	Primary Assembly	3379	na
ChrU_4876700	unplaced-scaffold	na	na	GJ059378.1	=	NW_003100123.1	Primary Assembly	2595	na
ChrU_4879395	unplaced-scaffold	na	na	GJ059379.1	=	NW_003100124.1	Primary Assembly	3101	na
ChrU_4882596	unplaced-scaffold	na	na	GJ059380.1	=	NW_003100125.1	Primary Assembly	6902	na
ChrU_4889598	unplaced-scaffold	na	na	GJ059381.1	=	NW_003100126.1	Primary Assembly	2455	na
ChrU_4892153	unplaced-scaffold	na	na	GJ059382.1	=	NW_003100127.1	Primary Assembly	1580	na
ChrU_4893833	unplaced-scaffold	na	na	GJ059383.1	=	NW_003100128.1	Primary Assembly	1428	na
ChrU_4895361	unplaced-scaffold	na	na	GJ059384.1	=	NW_003100129.1	Primary Assembly	8577	na
ChrU_4904038	unplaced-scaffold	na	na	GJ059385.1	=	NW_003100130.1	Primary Assembly	2304	na
ChrU_4906442	unplaced-scaffold	na	na	GJ059386.1	=	NW_003100131.1	Primary Assembly	1762	na
ChrU_4908304	unplaced-scaffold	na	na	GJ059387.1	=	NW_003100132.1	Primary Assembly	1886	na
ChrU_4910290	unplaced-scaffold	na	na	GJ059388.1	=	NW_003100133.1	Primary Assembly	1621	na
ChrU_4912011	unplaced-scaffold	na	na	GJ059389.1	=	NW_003100134.1	Primary Assembly	1171	na
ChrU_4913282	unplaced-scaffold	na	na	GJ059390.1	=	NW_003100135.1	Primary Assembly	2647	na
ChrU_4916029	unplaced-scaffold	na	na	GJ059391.1	=	NW_003100136.1	Primary Assembly	1657	na
ChrU_4917786	unplaced-scaffold	na	na	GJ059392.1	=	NW_003100137.1	Primary Assembly	5838	na
ChrU_4923724	unplaced-scaffold	na	na	GJ059393.1	=	NW_003100138.1	Primary Assembly	8918	na
ChrU_4932742	unplaced-scaffold	na	na	GJ059394.1	=	NW_003100139.1	Primary Assembly	2684	na
ChrU_4935526	unplaced-scaffold	na	na	GJ059395.1	=	NW_003100140.1	Primary Assembly	3568	na
ChrU_4939194	unplaced-scaffold	na	na	GJ059396.1	=	NW_003100141.1	Primary Assembly	3840	na
ChrU_4943134	unplaced-scaffold	na	na	GJ059397.1	=	NW_003100142.1	Primary Assembly	11869	na
ChrU_4955103	unplaced-scaffold	na	na	GJ059398.1	=	NW_003100143.1	Primary Assembly	6345	na
ChrU_4961548	unplaced-scaffold	na	na	GJ059399.1	=	NW_003100144.1	Primary Assembly	4081	na
ChrU_4965729	unplaced-scaffold	na	na	GJ059400.1	=	NW_003100145.1	Primary Assembly	2464	na
ChrU_4968293	unplaced-scaffold	na	na	GJ059401.1	=	NW_003100146.1	Primary Assembly	2524	na
ChrU_4970917	unplaced-scaffold	na	na	GJ059402.1	=	NW_003100147.1	Primary Assembly	3037	na
ChrU_4992782	unplaced-scaffold	na	na	GJ059407.1	=	NW_003100152.1	Primary Assembly	2319	na
ChrU_4995201	unplaced-scaffold	na	na	GJ059408.1	=	NW_003100153.1	Primary Assembly	1351	na
ChrU_4996652	unplaced-scaffold	na	na	GJ059409.1	=	NW_003100154.1	Primary Assembly	2384	na
ChrU_4999136	unplaced-scaffold	na	na	GJ059410.1	=	NW_003100155.1	Primary Assembly	17961	na
ChrU_5017197	unplaced-scaffold	na	na	GJ059411.1	=	NW_003100156.1	Primary Assembly	3401	na
ChrU_5020698	unplaced-scaffold	na	na	GJ059412.1	=	NW_003100157.1	Primary Assembly	4643	na
ChrU_5025441	unplaced-scaffold	na	na	GJ059413.1	=	NW_003100158.1	Primary Assembly	8512	na
ChrU_5034053	unplaced-scaffold	na	na	GJ059414.1	=	NW_003100159.1	Primary Assembly	7817	na
ChrU_5041970	unplaced-scaffold	na	na	GJ059415.1	=	NW_003100160.1	Primary Assembly	19198	na
ChrU_5061268	unplaced-scaffold	na	na	GJ059416.1	=	NW_003100161.1	Primary Assembly	6234	na
ChrU_5067602	unplaced-scaffold	na	na	GJ059417.1	=	NW_003100162.1	Primary Assembly	2462	na
ChrU_5070164	unplaced-scaffold	na	na	GJ059418.1	=	NW_003100163.1	Primary Assembly	1753	na
ChrU_5072017	unplaced-scaffold	na	na	GJ059419.1	=	NW_003100164.1	Primary Assembly	2826	na
ChrU_5074943	unplaced-scaffold	na	na	GJ059420.1	=	NW_003100165.1	Primary Assembly	1866	na
ChrU_5076909	unplaced-scaffold	na	na	GJ059421.1	=	NW_003100166.1	Primary Assembly	10415	na
ChrU_5087424	unplaced-scaffold	na	na	GJ059422.1	=	NW_003100167.1	Primary Assembly	5677	na
ChrU_5093201	unplaced-scaffold	na	na	GJ059423.1	=	NW_003100168.1	Primary Assembly	2326	na
ChrU_5095627	unplaced-scaffold	na	na	GJ059424.1	=	NW_003100169.1	Primary Assembly	11578	na
ChrU_5107305	unplaced-scaffold	na	na	GJ059425.1	=	NW_003100170.1	Primary Assembly	2940	na
ChrU_5110345	unplaced-scaffold	na	na	GJ059426.1	=	NW_003100171.1	Primary Assembly	2123	na
ChrU_5114982	unplaced-scaffold	na	na	GJ059428.1	=	NW_003100173.1	Primary Assembly	8356	na
ChrU_5123438	unplaced-scaffold	na	na	GJ059429.1	=	NW_003100174.1	Primary Assembly	3811	na
ChrU_5127349	unplaced-scaffold	na	na	GJ059430.1	=	NW_003100175.1	Primary Assembly	15225	na
ChrU_5142674	unplaced-scaffold	na	na	GJ059431.1	=	NW_003100176.1	Primary Assembly	5480	na
ChrU_5148254	unplaced-scaffold	na	na	GJ059432.1	=	NW_003100177.1	Primary Assembly	2757	na
ChrU_5151111	unplaced-scaffold	na	na	GJ059433.1	=	NW_003100178.1	Primary Assembly	2360	na
ChrU_5153571	unplaced-scaffold	na	na	GJ059434.1	=	NW_003100179.1	Primary Assembly	2687	na
ChrU_5156358	unplaced-scaffold	na	na	GJ059435.1	=	NW_003100180.1	Primary Assembly	9249	na
ChrU_5165707	unplaced-scaffold	na	na	GJ059436.1	=	NW_003100181.1	Primary Assembly	1862	na
ChrU_5167669	unplaced-scaffold	na	na	GJ059437.1	=	NW_003100182.1	Primary Assembly	1570	na
ChrU_5169339	unplaced-scaffold	na	na	GJ059438.1	=	NW_003100183.1	Primary Assembly	1846	na
ChrU_5171285	unplaced-scaffold	na	na	GJ059439.1	=	NW_003100184.1	Primary Assembly	1760	na
ChrU_5173145	unplaced-scaffold	na	na	GJ059440.1	=	NW_003100185.1	Primary Assembly	2452	na
ChrU_5175697	unplaced-scaffold	na	na	GJ059441.1	=	NW_003100186.1	Primary Assembly	3160	na
ChrU_5178957	unplaced-scaffold	na	na	GJ059442.1	=	NW_003100187.1	Primary Assembly	5988	na
ChrU_5185045	unplaced-scaffold	na	na	GJ059443.1	=	NW_003100188.1	Primary Assembly	3504	na
ChrU_5188649	unplaced-scaffold	na	na	GJ059444.1	=	NW_003100189.1	Primary Assembly	2543	na
ChrU_5191292	unplaced-scaffold	na	na	GJ059445.1	=	NW_003100190.1	Primary Assembly	2032	na
ChrU_5193424	unplaced-scaffold	na	na	GJ059446.1	=	NW_003100191.1	Primary Assembly	4292	na
ChrU_5197816	unplaced-scaffold	na	na	GJ059447.1	=	NW_003100192.1	Primary Assembly	1488	na
ChrU_5199404	unplaced-scaffold	na	na	GJ059448.1	=	NW_003100193.1	Primary Assembly	2963	na
ChrU_5202467	unplaced-scaffold	na	na	GJ059449.1	=	NW_003100194.1	Primary Assembly	6531	na
ChrU_5209098	unplaced-scaffold	na	na	GJ059450.1	=	NW_003100195.1	Primary Assembly	1862	na
ChrU_5211060	unplaced-scaffold	na	na	GJ059451.1	=	NW_003100196.1	Primary Assembly	3602	na
ChrU_5214762	unplaced-scaffold	na	na	GJ059452.1	=	NW_003100197.1	Primary Assembly	2420	na
ChrU_5217282	unplaced-scaffold	na	na	GJ059453.1	=	NW_003100198.1	Primary Assembly	7956	na
ChrU_5225338	unplaced-scaffold	na	na	GJ059454.1	=	NW_003100199.1	Primary Assembly	1836	na
ChrU_5227274	unplaced-scaffold	na	na	GJ059455.1	=	NW_003100200.1	Primary Assembly	7516	na
ChrU_5234890	unplaced-scaffold	na	na	GJ059456.1	=	NW_003100201.1	Primary Assembly	7863	na
ChrU_5242853	unplaced-scaffold	na	na	GJ059457.1	=	NW_003100202.1	Primary Assembly	15608	na
ChrU_5258561	unplaced-scaffold	na	na	GJ059458.1	=	NW_003100203.1	Primary Assembly	5484	na
ChrU_5264145	unplaced-scaffold	na	na	GJ059459.1	=	NW_003100204.1	Primary Assembly	4687	na
ChrU_5268932	unplaced-scaffold	na	na	GJ059460.1	=	NW_003100205.1	Primary Assembly	2626	na
ChrU_5271658	unplaced-scaffold	na	na	GJ059461.1	=	NW_003100206.1	Primary Assembly	3465	na
ChrU_5275223	unplaced-scaffold	na	na	GJ059462.1	=	NW_003100207.1	Primary Assembly	7435	na
ChrU_5282758	unplaced-scaffold	na	na	GJ059463.1	=	NW_003100208.1	Primary Assembly	11770	na
ChrU_5294628	unplaced-scaffold	na	na	GJ059464.1	=	NW_003100209.1	Primary Assembly	3187	na
ChrU_5297915	unplaced-scaffold	na	na	GJ059465.1	=	NW_003100210.1	Primary Assembly	1076	na
ChrU_5299091	unplaced-scaffold	na	na	GJ059466.1	=	NW_003100211.1	Primary Assembly	3648	na
ChrU_5302839	unplaced-scaffold	na	na	GJ059467.1	=	NW_003100212.1	Primary Assembly	2170	na
ChrU_5305109	unplaced-scaffold	na	na	GJ059468.1	=	NW_003100213.1	Primary Assembly	3411	na
ChrU_5308620	unplaced-scaffold	na	na	GJ059469.1	=	NW_003100214.1	Primary Assembly	2904	na
ChrU_5311624	unplaced-scaffold	na	na	GJ059470.1	=	NW_003100215.1	Primary Assembly	2965	na
ChrU_5314689	unplaced-scaffold	na	na	GJ059471.1	=	NW_003100216.1	Primary Assembly	10900	na
ChrU_5325689	unplaced-scaffold	na	na	GJ059472.1	=	NW_003100217.1	Primary Assembly	2136	na
ChrU_5327925	unplaced-scaffold	na	na	GJ059473.1	=	NW_003100218.1	Primary Assembly	4916	na
ChrU_5332941	unplaced-scaffold	na	na	GJ059474.1	=	NW_003100219.1	Primary Assembly	2306	na
ChrU_5335347	unplaced-scaffold	na	na	GJ059475.1	=	NW_003100220.1	Primary Assembly	2118	na
ChrU_5337565	unplaced-scaffold	na	na	GJ059476.1	=	NW_003100221.1	Primary Assembly	3381	na
ChrU_5341046	unplaced-scaffold	na	na	GJ059477.1	=	NW_003100222.1	Primary Assembly	4742	na
ChrU_5345888	unplaced-scaffold	na	na	GJ059478.1	=	NW_003100223.1	Primary Assembly	2028	na
ChrU_5348016	unplaced-scaffold	na	na	GJ059479.1	=	NW_003100224.1	Primary Assembly	1818	na
ChrU_5349934	unplaced-scaffold	na	na	GJ059480.1	=	NW_003100225.1	Primary Assembly	1941	na
ChrU_5351975	unplaced-scaffold	na	na	GJ059481.1	=	NW_003100226.1	Primary Assembly	2436	na
ChrU_5354511	unplaced-scaffold	na	na	GJ059482.1	=	NW_003100227.1	Primary Assembly	1654	na
ChrU_5356265	unplaced-scaffold	na	na	GJ059483.1	=	NW_003100228.1	Primary Assembly	3210	na
ChrU_5359575	unplaced-scaffold	na	na	GJ059484.1	=	NW_003100229.1	Primary Assembly	8903	na
ChrU_5368578	unplaced-scaffold	na	na	GJ059485.1	=	NW_003100230.1	Primary Assembly	5663	na
ChrU_5374341	unplaced-scaffold	na	na	GJ059486.1	=	NW_003100231.1	Primary Assembly	58449	na
ChrU_5432890	unplaced-scaffold	na	na	GJ059487.1	=	NW_003100232.1	Primary Assembly	1812	na
ChrU_5434802	unplaced-scaffold	na	na	GJ059488.1	=	NW_003100233.1	Primary Assembly	9757	na
ChrU_5444659	unplaced-scaffold	na	na	GJ059489.1	=	NW_003100234.1	Primary Assembly	1369	na
ChrU_5446128	unplaced-scaffold	na	na	GJ059490.1	=	NW_003100235.1	Primary Assembly	6346	na
ChrU_5452574	unplaced-scaffold	na	na	GJ059491.1	=	NW_003100236.1	Primary Assembly	2867	na
ChrU_5455541	unplaced-scaffold	na	na	GJ059492.1	=	NW_003100237.1	Primary Assembly	1681	na
